measure,location,sex,age,cause,metric,year,val,upper,lower
Prevalence,Global,Both,80 to 84,Dysthymia,Percent,1990,0.013298138579937148,0.01850094931391335,0.009362617702845633
Prevalence,Global,Both,85 to 89,Dysthymia,Percent,1990,0.0121315969705557,0.0170207103386257,0.008607841652559598
Prevalence,Global,Both,90 to 94,Dysthymia,Percent,1990,0.01156322347402433,0.01568585038652355,0.0083966983609467
Prevalence,Global,Both,95 plus,Dysthymia,Percent,1990,0.011460777434070788,0.01791220779371312,0.0075861023204971696
Prevalence,Global,Both,15 to 19,Bipolar disorder,Percent,1990,0.005715572874698893,0.00783842772275503,0.003990863076812434
Prevalence,Global,Both,20 to 24,Bipolar disorder,Percent,1990,0.006910805644964618,0.00905284562249891,0.0050241674185527675
Prevalence,Global,Both,25 to 29,Bipolar disorder,Percent,1990,0.007102425614253775,0.009243188182398655,0.005387228040986445
Prevalence,Global,Both,30 to 34,Bipolar disorder,Percent,1990,0.0069853945062250825,0.009026659486118582,0.005268222532406801
Prevalence,Global,Both,35 to 39,Bipolar disorder,Percent,1990,0.006815010730346568,0.0087986731307279,0.005302199075567358
Prevalence,Global,Both,40 to 44,Bipolar disorder,Percent,1990,0.0072455012231020235,0.009131822304933306,0.005465786543571858
Prevalence,Global,Both,45 to 49,Bipolar disorder,Percent,1990,0.007401588822188458,0.009532518961800525,0.005677942314009128
Prevalence,Global,Both,50 to 54,Bipolar disorder,Percent,1990,0.007379712685931355,0.009767592163986122,0.005447125468859582
Prevalence,Global,Both,55 to 59,Bipolar disorder,Percent,1990,0.007210195394908666,0.009288836407589627,0.005590611885732754
Prevalence,Global,Both,60 to 64,Bipolar disorder,Percent,1990,0.007047000156875331,0.008800753340183393,0.005572112766012171
Prevalence,Global,Both,65 to 69,Bipolar disorder,Percent,1990,0.006627043121477172,0.008395565351096531,0.0050749544527199375
Prevalence,Global,Both,70 to 74,Bipolar disorder,Percent,1990,0.00580454700980096,0.00745205930564463,0.004410593794138436
Prevalence,Global,Both,75 to 79,Bipolar disorder,Percent,1990,0.0051819776713259765,0.006653752271930464,0.003932968990002401
Prevalence,Global,Both,80 to 84,Bipolar disorder,Percent,1990,0.0043387981113188956,0.005601672893847527,0.0032913991095638263
Prevalence,Global,Both,85 to 89,Bipolar disorder,Percent,1990,0.0036456270867715013,0.004858472488755567,0.002723344384398156
Prevalence,Global,Both,90 to 94,Bipolar disorder,Percent,1990,0.003095001097954717,0.0041031512971340355,0.002302440364149727
Prevalence,Global,Both,95 plus,Bipolar disorder,Percent,1990,0.0025687722694967916,0.003506099415300066,0.0017980943082961161
Prevalence,Global,Both,15 to 19,Anxiety disorders,Percent,1990,0.046358285033897655,0.060569842222023856,0.034739427653102
Prevalence,Global,Both,20 to 24,Anxiety disorders,Percent,1990,0.0472707974885858,0.06405976310946511,0.034040079038627866
Prevalence,Global,Both,25 to 29,Anxiety disorders,Percent,1990,0.047499670270940327,0.0664638769741224,0.03396891582715215
Prevalence,Global,Both,30 to 34,Anxiety disorders,Percent,1990,0.04792215036671767,0.06371935055640762,0.036444073174535255
Prevalence,Global,Both,35 to 39,Anxiety disorders,Percent,1990,0.04784810676968175,0.059954105366016856,0.03695267696671234
Prevalence,Global,Both,40 to 44,Anxiety disorders,Percent,1990,0.04878296678744992,0.0639555202687658,0.03585831285030757
Prevalence,Global,Both,45 to 49,Anxiety disorders,Percent,1990,0.048626785346060075,0.06459508925881585,0.036048646769332685
Prevalence,Global,Both,50 to 54,Anxiety disorders,Percent,1990,0.047749498936326955,0.06079780805483972,0.03708202119235732
Prevalence,Global,Both,55 to 59,Anxiety disorders,Percent,1990,0.04739061460182735,0.05982009493694182,0.03770198260756771
Prevalence,Global,Both,60 to 64,Anxiety disorders,Percent,1990,0.04728982121799379,0.0621239538510699,0.036271654741881834
Prevalence,Global,Both,65 to 69,Anxiety disorders,Percent,1990,0.04765627015174085,0.06418574443869135,0.035778217925435
Prevalence,Global,Both,70 to 74,Anxiety disorders,Percent,1990,0.04649792295891705,0.06193159003633422,0.03587780228735315
Prevalence,Global,Both,75 to 79,Anxiety disorders,Percent,1990,0.04601268874959882,0.059657540423602474,0.03601663232352755
Prevalence,Global,Both,80 to 84,Anxiety disorders,Percent,1990,0.044549503703060725,0.057222269949557314,0.034271809339772634
Prevalence,Global,Both,85 to 89,Anxiety disorders,Percent,1990,0.0416904400562044,0.054000506486927176,0.031208238383941246
Prevalence,Global,Both,90 to 94,Anxiety disorders,Percent,1990,0.03733552589353819,0.04921790571429461,0.02725650430323336
Prevalence,Global,Both,95 plus,Anxiety disorders,Percent,1990,0.03184516840570936,0.04345105899293833,0.021941320643211637
Prevalence,Global,Both,15 to 19,Major depressive disorder,Percent,1991,0.020975570138565314,0.028819899592867262,0.015357224266345589
Prevalence,Global,Both,20 to 24,Major depressive disorder,Percent,1991,0.031017157319521704,0.04166437391805992,0.021873761054497027
Prevalence,Global,Both,25 to 29,Major depressive disorder,Percent,1991,0.031046070489520995,0.04166067938576446,0.02301585021841608
Prevalence,Global,Both,30 to 34,Major depressive disorder,Percent,1991,0.031527898363975355,0.043434609164502695,0.022288080486507177
Prevalence,Global,Both,35 to 39,Major depressive disorder,Percent,1991,0.03277840333714863,0.040568776893718336,0.02566583069796341
Prevalence,Global,Both,40 to 44,Major depressive disorder,Percent,1991,0.03448793562791993,0.04433491412597264,0.02582621809453708
Prevalence,Global,Both,45 to 49,Major depressive disorder,Percent,1991,0.035881301690057044,0.043899650241990926,0.02859748812380361
Prevalence,Global,Both,50 to 54,Major depressive disorder,Percent,1991,0.03661256709853321,0.044152497115324936,0.029847275912429236
Prevalence,Global,Both,55 to 59,Major depressive disorder,Percent,1991,0.03738286867654496,0.04593916319759931,0.029466640004194605
Prevalence,Global,Both,60 to 64,Major depressive disorder,Percent,1991,0.038358039224974515,0.04723843000292524,0.030093267531280814
Prevalence,Global,Both,65 to 69,Major depressive disorder,Percent,1991,0.038513108726657815,0.04552482148300667,0.032075879015675414
Prevalence,Global,Both,70 to 74,Major depressive disorder,Percent,1991,0.038634794075264024,0.04649160785511172,0.03193790944894208
Prevalence,Global,Both,75 to 79,Major depressive disorder,Percent,1991,0.03917899304439758,0.05006408786303933,0.02967437136400453
Prevalence,Global,Both,15 to 19,Major depressive disorder,Percent,1992,0.021187308002800925,0.029061282404736315,0.01552819556950837
Prevalence,Global,Both,20 to 24,Major depressive disorder,Percent,1992,0.03149657407679795,0.042172950870155164,0.02224270198491601
Prevalence,Global,Both,25 to 29,Major depressive disorder,Percent,1992,0.03147727158815059,0.042225446908209896,0.023426048892134666
Prevalence,Global,Both,30 to 34,Major depressive disorder,Percent,1992,0.032137016032504566,0.04443433195853503,0.022766322444717307
Prevalence,Global,Both,35 to 39,Major depressive disorder,Percent,1992,0.033371940037712496,0.041282293473636295,0.026047277825119265
Prevalence,Global,Both,40 to 44,Major depressive disorder,Percent,1992,0.03505479569199132,0.04482635679539098,0.026490234607089713
Prevalence,Global,Both,45 to 49,Major depressive disorder,Percent,1992,0.03639726605398727,0.0443540718420549,0.02904969723373722
Prevalence,Global,Both,50 to 54,Major depressive disorder,Percent,1992,0.0371648062407031,0.04471116935597234,0.030375152709217472
Prevalence,Global,Both,55 to 59,Major depressive disorder,Percent,1992,0.03796290839666058,0.04651662676361934,0.030015029133097094
Prevalence,Global,Both,60 to 64,Major depressive disorder,Percent,1992,0.03879587681623096,0.04781598046554191,0.030470414713886455
Prevalence,Global,Both,65 to 69,Major depressive disorder,Percent,1992,0.03884144538007016,0.045842416173253804,0.03234651900371722
Prevalence,Global,Both,70 to 74,Major depressive disorder,Percent,1992,0.038805902426895744,0.04652805249433998,0.03214375688614613
Prevalence,Global,Both,75 to 79,Major depressive disorder,Percent,1992,0.03900895533720363,0.04966476238247019,0.029678332332708834
Prevalence,Global,Both,15 to 19,Major depressive disorder,Percent,1993,0.021362574760259313,0.02925494607258491,0.01566942076509604
Prevalence,Global,Both,20 to 24,Major depressive disorder,Percent,1993,0.03187372225370642,0.04258323914842469,0.022603311559388724
Prevalence,Global,Both,25 to 29,Major depressive disorder,Percent,1993,0.03179494816324259,0.04258605792084606,0.023640760227763787
Prevalence,Global,Both,30 to 34,Major depressive disorder,Percent,1993,0.032530314766906994,0.04510665904296881,0.02311938602121332
Prevalence,Global,Both,35 to 39,Major depressive disorder,Percent,1993,0.03391907585969991,0.04181442434497626,0.026520872114644132
Prevalence,Global,Both,40 to 44,Major depressive disorder,Percent,1993,0.03547429900226443,0.04518249869522796,0.026876755531519515
Prevalence,Global,Both,45 to 49,Major depressive disorder,Percent,1993,0.03680614387509146,0.04478515769561173,0.029590098251808673
Prevalence,Global,Both,50 to 54,Major depressive disorder,Percent,1993,0.03760685228464384,0.04506725844996242,0.03087259704408721
Prevalence,Global,Both,55 to 59,Major depressive disorder,Percent,1993,0.03847972056218467,0.04702018817198829,0.030548816293615725
Prevalence,Global,Both,60 to 64,Major depressive disorder,Percent,1993,0.03916619901508221,0.0482602940705982,0.03095191915193005
Prevalence,Global,Both,65 to 69,Major depressive disorder,Percent,1993,0.039081040704976644,0.04604455148258643,0.03257435395693328
Prevalence,Global,Both,70 to 74,Major depressive disorder,Percent,1993,0.038922357593819325,0.046506301081132,0.032228464837601035
Prevalence,Global,Both,75 to 79,Major depressive disorder,Percent,1993,0.03887057502388835,0.049317679648850477,0.029666968351798256
Prevalence,Global,Both,15 to 19,Major depressive disorder,Percent,1994,0.02149451681789407,0.029341701650574727,0.01580464219593816
Prevalence,Global,Both,20 to 24,Major depressive disorder,Percent,1994,0.032124775854724286,0.04291337384682647,0.022782223082845242
Prevalence,Global,Both,25 to 29,Major depressive disorder,Percent,1994,0.03199026022737681,0.0427499047250225,0.023800394941825773
Prevalence,Global,Both,30 to 34,Major depressive disorder,Percent,1994,0.03271207544610754,0.04498250501458847,0.023351369196549777
Prevalence,Global,Both,35 to 39,Major depressive disorder,Percent,1994,0.0343830653538928,0.04237373043362936,0.02693066528920098
Prevalence,Global,Both,40 to 44,Major depressive disorder,Percent,1994,0.03581229068883971,0.04571502397209652,0.027333198847310843
Prevalence,Global,Both,45 to 49,Major depressive disorder,Percent,1994,0.036967252794200114,0.04482476908356392,0.02975073670359548
Prevalence,Global,Both,50 to 54,Major depressive disorder,Percent,1994,0.03793477918752711,0.04531595496284113,0.03111626890290049
Prevalence,Global,Both,55 to 59,Major depressive disorder,Percent,1994,0.0389070563689953,0.04751827942279697,0.031028624304522752
Prevalence,Global,Both,60 to 64,Major depressive disorder,Percent,1994,0.039416890310055096,0.04848336846191951,0.03131205513488025
Prevalence,Global,Both,65 to 69,Major depressive disorder,Percent,1994,0.03925062235194572,0.0461911665692022,0.032886863695425886
Prevalence,Global,Both,70 to 74,Major depressive disorder,Percent,1994,0.03895861543227362,0.04640558979829964,0.03236134462211747
Prevalence,Global,Both,75 to 79,Major depressive disorder,Percent,1994,0.03882556356153425,0.0492185651129104,0.02974587510368348
Prevalence,Global,Both,15 to 19,Major depressive disorder,Percent,1995,0.021574449298533117,0.029472909032752518,0.015860240557314467
Prevalence,Global,Both,20 to 24,Major depressive disorder,Percent,1995,0.03224351374264628,0.04303734192768762,0.023021100580860796
Prevalence,Global,Both,25 to 29,Major depressive disorder,Percent,1995,0.03205163063984319,0.04280770542886041,0.023906728999829107
Prevalence,Global,Both,30 to 34,Major depressive disorder,Percent,1995,0.03266965460327917,0.04462117845003299,0.023481467035542363
Prevalence,Global,Both,35 to 39,Major depressive disorder,Percent,1995,0.03470264896623438,0.04279329499595848,0.027383794142366278
Prevalence,Global,Both,40 to 44,Major depressive disorder,Percent,1995,0.035935790041784925,0.045787348080498974,0.027452502244215728
Prevalence,Global,Both,45 to 49,Major depressive disorder,Percent,1995,0.03702216156184312,0.044887830290914886,0.02984241931406825
Prevalence,Global,Both,50 to 54,Major depressive disorder,Percent,1995,0.03815213934864598,0.04550847120818662,0.03134644838680554
Prevalence,Global,Both,55 to 59,Major depressive disorder,Percent,1995,0.039132217671251024,0.04769138409274191,0.03129131467103558
Prevalence,Global,Both,60 to 64,Major depressive disorder,Percent,1995,0.039546714056229185,0.0486005623272559,0.031541968237921846
Prevalence,Global,Both,65 to 69,Major depressive disorder,Percent,1995,0.03932675834000085,0.04623924057328376,0.03291149220137443
Prevalence,Global,Both,70 to 74,Major depressive disorder,Percent,1995,0.038993921213840634,0.04635550684063525,0.032523311551500296
Prevalence,Global,Both,75 to 79,Major depressive disorder,Percent,1995,0.03867087389573562,0.049093933246462544,0.029776477195819055
Prevalence,Global,Both,15 to 19,Major depressive disorder,Percent,1996,0.02164212788040151,0.02949549378281769,0.015946469407353697
Prevalence,Global,Both,20 to 24,Major depressive disorder,Percent,1996,0.03220882600468364,0.04300325801424439,0.022995974610446595
Prevalence,Global,Both,25 to 29,Major depressive disorder,Percent,1996,0.0319416830185092,0.04268498121203344,0.023873632365420328
Prevalence,Global,Both,30 to 34,Major depressive disorder,Percent,1996,0.0324540570323656,0.044245403965745105,0.0233630376903451
Prevalence,Global,Both,35 to 39,Major depressive disorder,Percent,1996,0.03484249200710929,0.04290465952339996,0.0274854633461537
Prevalence,Global,Both,40 to 44,Major depressive disorder,Percent,1996,0.035922770374107196,0.045603359472152424,0.027454223597410496
Prevalence,Global,Both,45 to 49,Major depressive disorder,Percent,1996,0.037063189653937186,0.04489030067576025,0.02993229514495772
Prevalence,Global,Both,50 to 54,Major depressive disorder,Percent,1996,0.038239546558191694,0.04551723401364677,0.03144647267057377
Prevalence,Global,Both,55 to 59,Major depressive disorder,Percent,1996,0.0392385912194848,0.04776831889679405,0.03143356674684534
Prevalence,Global,Both,60 to 64,Major depressive disorder,Percent,1996,0.0396113983067505,0.04863633387531717,0.031657180366400986
Prevalence,Global,Both,65 to 69,Major depressive disorder,Percent,1996,0.039351189444060054,0.046194673998679346,0.03296229608411659
Prevalence,Global,Both,70 to 74,Major depressive disorder,Percent,1996,0.03897972939332647,0.04632176431060753,0.03251713921372731
Prevalence,Global,Both,75 to 79,Major depressive disorder,Percent,1996,0.038569227970616654,0.04889099156651729,0.029756894963654724
Prevalence,Global,Both,15 to 19,Major depressive disorder,Percent,1990,0.02073950457649847,0.028542477473388648,0.015154091487795333
Prevalence,Global,Both,20 to 24,Major depressive disorder,Percent,1990,0.030443876461529885,0.040800892412377616,0.02137533474088215
Prevalence,Global,Both,25 to 29,Major depressive disorder,Percent,1990,0.030498045754036154,0.040922539371939876,0.0225400800693233
Prevalence,Global,Both,30 to 34,Major depressive disorder,Percent,1990,0.030757366131257312,0.04212197760562954,0.021719978068475313
Prevalence,Global,Both,35 to 39,Major depressive disorder,Percent,1990,0.032144781122091265,0.03981116927422714,0.024999945015914772
Prevalence,Global,Both,40 to 44,Major depressive disorder,Percent,1990,0.03388528076146263,0.043840364871624335,0.025256007751722185
Prevalence,Global,Both,45 to 49,Major depressive disorder,Percent,1990,0.03520702153586553,0.043131171317518584,0.02802754711795341
Prevalence,Global,Both,50 to 54,Major depressive disorder,Percent,1990,0.035963317712713265,0.043393047757201424,0.02914070905396722
Prevalence,Global,Both,55 to 59,Major depressive disorder,Percent,1990,0.036807646772134064,0.04539123471578586,0.028873105462775557
Prevalence,Global,Both,60 to 64,Major depressive disorder,Percent,1990,0.03786449160996922,0.04661586736071317,0.029581907431316484
Prevalence,Global,Both,65 to 69,Major depressive disorder,Percent,1990,0.03815383663578915,0.045183658205848576,0.03170882177223356
Prevalence,Global,Both,70 to 74,Major depressive disorder,Percent,1990,0.03840632502757097,0.046289311868401836,0.03168445088652795
Prevalence,Global,Both,75 to 79,Major depressive disorder,Percent,1990,0.03936708941785443,0.050306490721183574,0.0297133200655657
Prevalence,Global,Both,15 to 19,Major depressive disorder,Percent,1997,0.02172862628158935,0.029510717198211026,0.01606536423871279
Prevalence,Global,Both,20 to 24,Major depressive disorder,Percent,1997,0.03207003697381043,0.04275489024228906,0.022875931981436236
Prevalence,Global,Both,25 to 29,Major depressive disorder,Percent,1997,0.031702052391599296,0.042359138968848326,0.023750586654959834
Prevalence,Global,Both,30 to 34,Major depressive disorder,Percent,1997,0.03212929623534634,0.04374204849683589,0.023164009735082126
Prevalence,Global,Both,35 to 39,Major depressive disorder,Percent,1997,0.034830473290803014,0.04280438167158636,0.02752938033785475
Prevalence,Global,Both,40 to 44,Major depressive disorder,Percent,1997,0.035922800576012354,0.04542084732141566,0.02750015985392605
Prevalence,Global,Both,45 to 49,Major depressive disorder,Percent,1997,0.03708007716596666,0.04481738577697116,0.030008677780548644
Prevalence,Global,Both,50 to 54,Major depressive disorder,Percent,1997,0.03820299233628898,0.045346443327394355,0.03146235821699828
Prevalence,Global,Both,55 to 59,Major depressive disorder,Percent,1997,0.03930740621355604,0.04778177468487591,0.031581226685202184
Prevalence,Global,Both,60 to 64,Major depressive disorder,Percent,1997,0.03974139362713508,0.04875110414485689,0.03178760376773889
Prevalence,Global,Both,65 to 69,Major depressive disorder,Percent,1997,0.03935678222721523,0.04616081950084215,0.032990008718595504
Prevalence,Global,Both,70 to 74,Major depressive disorder,Percent,1997,0.03897153513380656,0.04628609081018625,0.03251641278941107
Prevalence,Global,Both,75 to 79,Major depressive disorder,Percent,1997,0.0384300816715462,0.048668704671667846,0.029725743417685045
Prevalence,Global,Both,15 to 19,Major depressive disorder,Percent,1998,0.0218122816188771,0.029550652124526323,0.016167588036763554
Prevalence,Global,Both,20 to 24,Major depressive disorder,Percent,1998,0.03189853789164818,0.042419316674167463,0.022751657487352816
Prevalence,Global,Both,25 to 29,Major depressive disorder,Percent,1998,0.03141745151389319,0.0419015628869222,0.02357014103636378
Prevalence,Global,Both,30 to 34,Major depressive disorder,Percent,1998,0.03178241139662726,0.04325809103656478,0.02293854227437258
Prevalence,Global,Both,35 to 39,Major depressive disorder,Percent,1998,0.03464698433714381,0.04250713425782528,0.027452579661932378
Prevalence,Global,Both,40 to 44,Major depressive disorder,Percent,1998,0.03599267973761843,0.04535115218137825,0.027663225314676493
Prevalence,Global,Both,45 to 49,Major depressive disorder,Percent,1998,0.03699064521151298,0.0445928925883691,0.03001816368602329
Prevalence,Global,Both,50 to 54,Major depressive disorder,Percent,1998,0.038159907270081485,0.04517885641065357,0.031521317985093174
Prevalence,Global,Both,55 to 59,Major depressive disorder,Percent,1998,0.039344840091863155,0.047682346334700025,0.031645600799716476
Prevalence,Global,Both,60 to 64,Major depressive disorder,Percent,1998,0.03989531906092619,0.048852633144487824,0.03197525857383449
Prevalence,Global,Both,65 to 69,Major depressive disorder,Percent,1998,0.03936211178286274,0.046111914546428316,0.033008003960316466
Prevalence,Global,Both,70 to 74,Major depressive disorder,Percent,1998,0.0389275036735232,0.046203267948354027,0.03246219345381343
Prevalence,Global,Both,75 to 79,Major depressive disorder,Percent,1998,0.03830490282948427,0.048321371261774056,0.02970213630573944
Prevalence,Global,Both,15 to 19,Major depressive disorder,Percent,1999,0.02186667844278986,0.02955691418645551,0.01625885702463003
Prevalence,Global,Both,20 to 24,Major depressive disorder,Percent,1999,0.031754831476338896,0.04212399961006789,0.022694782696390862
Prevalence,Global,Both,25 to 29,Major depressive disorder,Percent,1999,0.031166212015879848,0.04147202267226315,0.02338257555319202
Prevalence,Global,Both,30 to 34,Major depressive disorder,Percent,1999,0.03148902702075621,0.04285455910981433,0.022733917655628703
Prevalence,Global,Both,35 to 39,Major depressive disorder,Percent,1999,0.03436146313738246,0.042082757310788234,0.02728794813378685
Prevalence,Global,Both,40 to 44,Major depressive disorder,Percent,1999,0.03614105993555737,0.04540254257218216,0.027845264259446622
Prevalence,Global,Both,45 to 49,Major depressive disorder,Percent,1999,0.036923756767642354,0.04444077408780912,0.030072957945458587
Prevalence,Global,Both,50 to 54,Major depressive disorder,Percent,1999,0.037978126742630375,0.04485497175019529,0.031492827643236875
Prevalence,Global,Both,55 to 59,Major depressive disorder,Percent,1999,0.03938009915878759,0.0476095858276718,0.03172998341671824
Prevalence,Global,Both,60 to 64,Major depressive disorder,Percent,1999,0.0400864844081292,0.04896462251607601,0.03212564707460595
Prevalence,Global,Both,65 to 69,Major depressive disorder,Percent,1999,0.03934343242116114,0.04598902094167898,0.03299049169056269
Prevalence,Global,Both,70 to 74,Major depressive disorder,Percent,1999,0.038890499288655005,0.046130571209211345,0.0324487106461548
Prevalence,Global,Both,75 to 79,Major depressive disorder,Percent,1999,0.03817761545347902,0.04806603895775559,0.029655696540581863
Prevalence,Global,Both,15 to 19,Major depressive disorder,Percent,2000,0.021865655707122705,0.02951282242597698,0.01628071290175912
Prevalence,Global,Both,20 to 24,Major depressive disorder,Percent,2000,0.03168706364293925,0.04195454399476055,0.02264430192215576
Prevalence,Global,Both,25 to 29,Major depressive disorder,Percent,2000,0.031037260759769026,0.04131305191632758,0.023268379166361076
Prevalence,Global,Both,30 to 34,Major depressive disorder,Percent,2000,0.031319140706482486,0.04264318989997602,0.022602112293356482
Prevalence,Global,Both,35 to 39,Major depressive disorder,Percent,2000,0.03404107904406703,0.04172079861032368,0.027089024258096093
Prevalence,Global,Both,40 to 44,Major depressive disorder,Percent,2000,0.03633231610087753,0.04553790664874323,0.02807740753129331
Prevalence,Global,Both,45 to 49,Major depressive disorder,Percent,2000,0.036786545031555914,0.044230078179713236,0.02998238535334899
Prevalence,Global,Both,50 to 54,Major depressive disorder,Percent,2000,0.03787883616729997,0.04468743529093319,0.03146884527198929
Prevalence,Global,Both,55 to 59,Major depressive disorder,Percent,2000,0.0394380519633082,0.04767175429569884,0.03180438212969906
Prevalence,Global,Both,60 to 64,Major depressive disorder,Percent,2000,0.0402262204155775,0.049044124693953396,0.032182607188511264
Prevalence,Global,Both,65 to 69,Major depressive disorder,Percent,2000,0.039367246497731725,0.04600301591814854,0.03301632742136017
Prevalence,Global,Both,70 to 74,Major depressive disorder,Percent,2000,0.03886479951826291,0.046074991442740666,0.0324169042055745
Prevalence,Global,Both,75 to 79,Major depressive disorder,Percent,2000,0.03814595721924032,0.0479424527360601,0.029624555690242627
Prevalence,Global,Both,15 to 19,Major depressive disorder,Percent,2001,0.02187467756588828,0.029560225488159845,0.016272086152594224
Prevalence,Global,Both,20 to 24,Major depressive disorder,Percent,2001,0.03170956572867159,0.042074349962407276,0.02260157341715003
Prevalence,Global,Both,25 to 29,Major depressive disorder,Percent,2001,0.03105685224564086,0.04135490969583921,0.02321706990010471
Prevalence,Global,Both,30 to 34,Major depressive disorder,Percent,2001,0.031269942904263257,0.04265287256670183,0.022544857311483722
Prevalence,Global,Both,35 to 39,Major depressive disorder,Percent,2001,0.033792549087568464,0.041452137124136604,0.026912373745979542
Prevalence,Global,Both,40 to 44,Major depressive disorder,Percent,2001,0.03646665490993832,0.04580947456021538,0.028140748419732915
Prevalence,Global,Both,45 to 49,Major depressive disorder,Percent,2001,0.03670443000139942,0.04410541015213681,0.02991917453681403
Prevalence,Global,Both,50 to 54,Major depressive disorder,Percent,2001,0.0378598692831364,0.044660472520290956,0.03141573824056115
Prevalence,Global,Both,55 to 59,Major depressive disorder,Percent,2001,0.03945835931202682,0.0477106013305597,0.031821242565058305
Prevalence,Global,Both,60 to 64,Major depressive disorder,Percent,2001,0.040329376853044246,0.049130420442394754,0.032290559497562
Prevalence,Global,Both,65 to 69,Major depressive disorder,Percent,2001,0.0394346134870096,0.04604404458966623,0.03308796375719437
Prevalence,Global,Both,70 to 74,Major depressive disorder,Percent,2001,0.038875247050904324,0.0461239956908107,0.03243181237336272
Prevalence,Global,Both,75 to 79,Major depressive disorder,Percent,2001,0.03814081505033612,0.04799286054045736,0.029586818330113236
Prevalence,Global,Both,15 to 19,Major depressive disorder,Percent,2002,0.021950939955787643,0.029712875845707497,0.01631954357166072
Prevalence,Global,Both,20 to 24,Major depressive disorder,Percent,2002,0.0317727399063656,0.04225544171470508,0.022576181008850817
Prevalence,Global,Both,25 to 29,Major depressive disorder,Percent,2002,0.031167675153788845,0.04157928339954748,0.023257013243160266
Prevalence,Global,Both,30 to 34,Major depressive disorder,Percent,2002,0.03128197224412065,0.04275790408034128,0.022537312614806054
Prevalence,Global,Both,35 to 39,Major depressive disorder,Percent,2002,0.033626377579322,0.04129551772028597,0.02679335182437799
Prevalence,Global,Both,40 to 44,Major depressive disorder,Percent,2002,0.03647595744133693,0.04593276810340822,0.028100365432020418
Prevalence,Global,Both,45 to 49,Major depressive disorder,Percent,2002,0.03672465909187983,0.0441299764807864,0.029929529961540722
Prevalence,Global,Both,50 to 54,Major depressive disorder,Percent,2002,0.0378558175341549,0.044685423651973026,0.03136310886944728
Prevalence,Global,Both,55 to 59,Major depressive disorder,Percent,2002,0.03940118910334195,0.047676446480782675,0.031778491206277196
Prevalence,Global,Both,60 to 64,Major depressive disorder,Percent,2002,0.040386141389546694,0.0491983443246602,0.032331426662470304
Prevalence,Global,Both,65 to 69,Major depressive disorder,Percent,2002,0.03959591033945313,0.046252687089421575,0.033243448834136616
Prevalence,Global,Both,70 to 74,Major depressive disorder,Percent,2002,0.03889376232747863,0.04616837858493942,0.03245853159130889
Prevalence,Global,Both,75 to 79,Major depressive disorder,Percent,2002,0.03819185296283679,0.048102992137992406,0.02958645564133968
Prevalence,Global,Both,15 to 19,Major depressive disorder,Percent,2003,0.022056771465084293,0.029897722381083187,0.016393896912430518
Prevalence,Global,Both,20 to 24,Major depressive disorder,Percent,2003,0.031828353324077296,0.04243827165218387,0.0225402091089236
Prevalence,Global,Both,25 to 29,Major depressive disorder,Percent,2003,0.0313130003626987,0.04179858236726064,0.023335402048285707
Prevalence,Global,Both,30 to 34,Major depressive disorder,Percent,2003,0.031318437891654415,0.04289123047416686,0.022545455925986634
Prevalence,Global,Both,35 to 39,Major depressive disorder,Percent,2003,0.03353653280310452,0.04125475776738471,0.02668670545608995
