measure,location,sex,age,cause,metric,year,val,upper,lower
Prevalence,Oceania,Both,90 to 94,Dysthymia,Percent,1991,0.013917583398161093,0.02085594380013057,0.009140815637733264
Prevalence,Oceania,Both,95 plus,Dysthymia,Percent,1991,0.013540688261167211,0.02235021021233361,0.008224935287480053
Prevalence,Oceania,Both,15 to 19,Bipolar disorder,Percent,1991,0.002746402886004763,0.004253293406607902,0.001598745406543205
Prevalence,Oceania,Both,20 to 24,Bipolar disorder,Percent,1991,0.0035274564290489066,0.005186871595574608,0.002230186115490174
Prevalence,Oceania,Both,25 to 29,Bipolar disorder,Percent,1991,0.003678344269837392,0.005265134490981521,0.0024420013539815924
Prevalence,Oceania,Both,30 to 34,Bipolar disorder,Percent,1991,0.0036457746959325877,0.005167057310910318,0.0024231540207173964
Prevalence,Oceania,Both,35 to 39,Bipolar disorder,Percent,1991,0.0037575640072883432,0.005226833860658744,0.0026249348768480436
Prevalence,Oceania,Both,40 to 44,Bipolar disorder,Percent,1991,0.003991850779901058,0.005516018445010972,0.0027129257800078627
Prevalence,Oceania,Both,45 to 49,Bipolar disorder,Percent,1991,0.004143182309760338,0.005922644266513358,0.002866125203367782
Prevalence,Oceania,Both,50 to 54,Bipolar disorder,Percent,1991,0.00420257304492204,0.006194837696616308,0.0028110525149553874
Prevalence,Oceania,Both,55 to 59,Bipolar disorder,Percent,1991,0.004187785178819008,0.005824832123922912,0.003017004326753852
Prevalence,Oceania,Both,60 to 64,Bipolar disorder,Percent,1991,0.0040974400521573565,0.005498398536652478,0.002917243844441132
Prevalence,Oceania,Both,65 to 69,Bipolar disorder,Percent,1991,0.0038328680077682168,0.005421702840400809,0.0025668513008051193
Prevalence,Oceania,Both,70 to 74,Bipolar disorder,Percent,1991,0.0034250987255503578,0.004892754691859717,0.002226406468034073
Prevalence,Oceania,Both,75 to 79,Bipolar disorder,Percent,1991,0.0029430198665141563,0.0041160062115612175,0.0019681623134157706
Prevalence,Oceania,Both,80 to 84,Bipolar disorder,Percent,1991,0.002460386540472635,0.003592616485049504,0.0016418121869734262
Prevalence,Oceania,Both,85 to 89,Bipolar disorder,Percent,1991,0.002112736932744592,0.003196913970328794,0.0014076653567794237
Prevalence,Oceania,Both,90 to 94,Bipolar disorder,Percent,1991,0.0018694398892616707,0.002818334826378345,0.0011958855621004428
Prevalence,Oceania,Both,15 to 19,Major depressive disorder,Percent,1990,0.02061745206624225,0.02909590152838443,0.014287632665365741
Prevalence,Oceania,Both,20 to 24,Major depressive disorder,Percent,1990,0.03232866549561047,0.04455789216200298,0.020977068490614356
Prevalence,Oceania,Both,25 to 29,Major depressive disorder,Percent,1990,0.028459770211231757,0.03949991731399716,0.020370096780078013
Prevalence,Oceania,Both,30 to 34,Major depressive disorder,Percent,1990,0.02480061345039506,0.03634523825021207,0.016182840535000933
Prevalence,Oceania,Both,35 to 39,Major depressive disorder,Percent,1990,0.022563406662980498,0.02967985729532992,0.01630372373611068
Prevalence,Oceania,Both,40 to 44,Major depressive disorder,Percent,1990,0.02137098696559237,0.029681351374026724,0.014449464721773752
Prevalence,Oceania,Both,45 to 49,Major depressive disorder,Percent,1990,0.02176095058879135,0.028400291929382714,0.016086904797001568
Prevalence,Oceania,Both,50 to 54,Major depressive disorder,Percent,1990,0.02221832489115895,0.02808370504254576,0.016703596462984232
Prevalence,Oceania,Both,55 to 59,Major depressive disorder,Percent,1990,0.022668755087586985,0.029776702431250857,0.016502137897840954
Prevalence,Oceania,Both,60 to 64,Major depressive disorder,Percent,1990,0.022936865202416584,0.030482069834429755,0.01608300565146948
Prevalence,Oceania,Both,65 to 69,Major depressive disorder,Percent,1990,0.022608123520306216,0.028225908670554467,0.017583838234402724
Prevalence,Oceania,Both,70 to 74,Major depressive disorder,Percent,1990,0.022283221113900332,0.028512418003373497,0.01733161664018113
Prevalence,Oceania,Both,75 to 79,Major depressive disorder,Percent,1990,0.022030795135758233,0.030438835915525916,0.015459090427271486
Prevalence,Oceania,Both,80 to 84,Major depressive disorder,Percent,1990,0.022378273243141657,0.031130057951660753,0.014952720662634165
Prevalence,Oceania,Both,85 to 89,Major depressive disorder,Percent,1990,0.023830153875768922,0.03141648433486851,0.017411891373640156
Prevalence,Oceania,Both,90 to 94,Major depressive disorder,Percent,1990,0.025511558697071394,0.03681904168947756,0.0175978003632635
Prevalence,Oceania,Both,95 plus,Major depressive disorder,Percent,1990,0.02723205975079263,0.043438061514474394,0.01574225185165154
Prevalence,Oceania,Both,95 plus,Bipolar disorder,Percent,1991,0.001693062759546935,0.0026025044595627644,0.0010070654410859942
Prevalence,Oceania,Both,15 to 19,Anxiety disorders,Percent,1991,0.051644863854778,0.07154774450343489,0.035286909873002696
Prevalence,Oceania,Both,20 to 24,Anxiety disorders,Percent,1991,0.04876773893832689,0.07063142297598676,0.03227189733324654
Prevalence,Oceania,Both,25 to 29,Anxiety disorders,Percent,1991,0.04639134906261627,0.06970799572556939,0.03024301144049707
Prevalence,Oceania,Both,30 to 34,Anxiety disorders,Percent,1991,0.04509317363216878,0.06388192651195987,0.030858373274422125
Prevalence,Oceania,Both,35 to 39,Anxiety disorders,Percent,1991,0.04451540624934324,0.0609108849180957,0.0311098139891776
Prevalence,Oceania,Both,40 to 44,Anxiety disorders,Percent,1991,0.04448079273799806,0.06305454745863,0.02924079054456795
Prevalence,Oceania,Both,45 to 49,Anxiety disorders,Percent,1991,0.04515883551789395,0.06411492321463905,0.03041858461680667
Prevalence,Oceania,Both,50 to 54,Anxiety disorders,Percent,1991,0.04626519097946514,0.06280053249826129,0.033492503777557935
Prevalence,Oceania,Both,55 to 59,Anxiety disorders,Percent,1991,0.04786785369581432,0.06423535490801457,0.035570303107728
Prevalence,Oceania,Both,60 to 64,Anxiety disorders,Percent,1991,0.04960159705192311,0.07047413818259501,0.03494476220958232
Prevalence,Oceania,Both,65 to 69,Anxiety disorders,Percent,1991,0.05010573856631194,0.07397342812071005,0.034922753752252345
Prevalence,Oceania,Both,70 to 74,Anxiety disorders,Percent,1991,0.04990145516408236,0.07295585964824902,0.035476392535534564
Prevalence,Oceania,Both,75 to 79,Anxiety disorders,Percent,1991,0.049162738218291716,0.06898022361648358,0.0358901591882588
Prevalence,Oceania,Both,80 to 84,Anxiety disorders,Percent,1991,0.04809163952070676,0.06599243310846267,0.03459537589960511
Prevalence,Oceania,Both,85 to 89,Anxiety disorders,Percent,1991,0.0458054169249173,0.06270753882960925,0.03217671097842785
Prevalence,Oceania,Both,90 to 94,Anxiety disorders,Percent,1991,0.042706741749389994,0.05970460679922668,0.029165764323394048
Prevalence,Oceania,Both,95 plus,Anxiety disorders,Percent,1991,0.039117723821549745,0.05599032702963511,0.025062732819482347
Prevalence,Africa,Both,15 to 19,Major depressive disorder,Percent,1991,0.026371405198427032,0.03791538615594662,0.017975419794080703
Prevalence,Africa,Both,20 to 24,Major depressive disorder,Percent,1991,0.03829961163182538,0.052934362000572874,0.025578996442497733
Prevalence,Africa,Both,25 to 29,Major depressive disorder,Percent,1991,0.039741423562515664,0.054849297277236385,0.027690598583844008
Prevalence,Africa,Both,30 to 34,Major depressive disorder,Percent,1991,0.04125523394553615,0.05910014245984911,0.027385293745561805
Prevalence,Africa,Both,35 to 39,Major depressive disorder,Percent,1991,0.043831640927219355,0.056471597510235026,0.03236998186889952
Prevalence,Africa,Both,40 to 44,Major depressive disorder,Percent,1991,0.04650491368959944,0.06229764307099458,0.03265864681662254
Prevalence,Africa,Both,45 to 49,Major depressive disorder,Percent,1991,0.05009044551172907,0.06308302329021614,0.03828413099289678
Prevalence,Africa,Both,50 to 54,Major depressive disorder,Percent,1991,0.053711873507248105,0.06673079666664478,0.04176740140325432
Prevalence,Africa,Both,55 to 59,Major depressive disorder,Percent,1991,0.05709517065047864,0.07274479357491873,0.042829856568972424
Prevalence,Africa,Both,60 to 64,Major depressive disorder,Percent,1991,0.060060482790854054,0.07638213585612517,0.044737164047806297
Prevalence,Africa,Both,65 to 69,Major depressive disorder,Percent,1991,0.06302502029168992,0.07603826397917524,0.051154775263902864
Prevalence,Africa,Both,70 to 74,Major depressive disorder,Percent,1991,0.06542992305073445,0.08047110973534319,0.052902154143058995
Prevalence,Africa,Both,75 to 79,Major depressive disorder,Percent,1991,0.06778297876815705,0.08865337472617546,0.04905529139177307
Prevalence,Africa,Both,80 to 84,Major depressive disorder,Percent,1991,0.06968707533582781,0.09149302692476718,0.04934846249887411
Prevalence,Africa,Both,85 to 89,Major depressive disorder,Percent,1991,0.07098022342622638,0.08895579534884418,0.05409855259181343
Prevalence,Africa,Both,90 to 94,Major depressive disorder,Percent,1991,0.07335506824769697,0.09936193028109336,0.05374502726432953
Prevalence,Africa,Both,95 plus,Major depressive disorder,Percent,1991,0.07572983809971552,0.11175899036551985,0.04804353576344631
Prevalence,Africa,Both,15 to 19,Dysthymia,Percent,1991,0.008581776713999966,0.012745412827287455,0.005442294040984825
Prevalence,Africa,Both,20 to 24,Dysthymia,Percent,1991,0.014828704770829907,0.02144976312370699,0.009494559971957956
Prevalence,Africa,Both,25 to 29,Dysthymia,Percent,1991,0.018718462215430713,0.026455019853682815,0.012408884109860373
Prevalence,Africa,Both,30 to 34,Dysthymia,Percent,1991,0.0207984390666111,0.02887083682489685,0.015262220808212473
Prevalence,Africa,Both,35 to 39,Dysthymia,Percent,1991,0.021964962748371477,0.030010127875668115,0.0163752229974858
Prevalence,Africa,Both,40 to 44,Dysthymia,Percent,1991,0.022563392006318787,0.03191258472626313,0.01574308215230815
Prevalence,Africa,Both,45 to 49,Dysthymia,Percent,1991,0.022470837815943005,0.03201924557323081,0.015571398585952937
Prevalence,Africa,Both,50 to 54,Dysthymia,Percent,1991,0.02183862746242561,0.030263192497694352,0.016050664332931605
Prevalence,Africa,Both,55 to 59,Dysthymia,Percent,1991,0.020947316729845053,0.02858178906744239,0.015485052848277444
Prevalence,Africa,Both,60 to 64,Dysthymia,Percent,1991,0.019912034168036965,0.028260113900656456,0.013284400939414933
Prevalence,Africa,Both,65 to 69,Dysthymia,Percent,1991,0.018511115526235185,0.026209328923312566,0.012486505452884048
Prevalence,Africa,Both,70 to 74,Dysthymia,Percent,1991,0.016740986496212546,0.02315561556307409,0.01175067751496088
Prevalence,Africa,Both,75 to 79,Dysthymia,Percent,1991,0.014955027332520458,0.02048680072324823,0.010870941904474104
Prevalence,Africa,Both,80 to 84,Dysthymia,Percent,1991,0.013492390424305431,0.01941446318098244,0.00921605060010241
Prevalence,Africa,Both,85 to 89,Dysthymia,Percent,1991,0.012870614847079844,0.018329337928174483,0.0089677786624176
Prevalence,Africa,Both,90 to 94,Dysthymia,Percent,1991,0.012815103507104318,0.017807565762413123,0.009106627563282033
Prevalence,Africa,Both,95 plus,Dysthymia,Percent,1991,0.01310748647939366,0.02065520080469266,0.008499129230881853
Prevalence,Africa,Both,15 to 19,Bipolar disorder,Percent,1991,0.0070432770595982635,0.010377622771334834,0.004483005170941239
Prevalence,Africa,Both,20 to 24,Bipolar disorder,Percent,1991,0.008950064731277605,0.01237639936270648,0.006063382449469262
Prevalence,Africa,Both,25 to 29,Bipolar disorder,Percent,1991,0.009144659311302601,0.012542097840101593,0.006485942855094537
Prevalence,Africa,Both,30 to 34,Bipolar disorder,Percent,1991,0.008819795606490486,0.011876931259997189,0.006257874854987401
Prevalence,Africa,Both,35 to 39,Bipolar disorder,Percent,1991,0.008792982215966926,0.011682971581335183,0.006493796136629395
Prevalence,Africa,Both,40 to 44,Bipolar disorder,Percent,1991,0.009033431850245566,0.011886347188109778,0.00649806954682234
Prevalence,Africa,Both,45 to 49,Bipolar disorder,Percent,1991,0.009166802780691064,0.012318887136664663,0.0066051299382887665
Prevalence,Africa,Both,50 to 54,Bipolar disorder,Percent,1991,0.0091143420970451,0.012576833407244884,0.0064233694763823545
Prevalence,Africa,Both,55 to 59,Bipolar disorder,Percent,1991,0.008746851056684588,0.011813097695396362,0.006479343154818594
Prevalence,Africa,Both,60 to 64,Bipolar disorder,Percent,1991,0.008112110516553517,0.01049888830324332,0.006098954437499698
Prevalence,Africa,Both,65 to 69,Bipolar disorder,Percent,1991,0.007208643145356205,0.009396566042996251,0.00526868924768387
Prevalence,Africa,Both,70 to 74,Bipolar disorder,Percent,1991,0.006130826185182781,0.008212629333084701,0.0043827260969098
Prevalence,Africa,Both,75 to 79,Bipolar disorder,Percent,1991,0.00495520342465046,0.006598230978772675,0.0035395198898667533
Prevalence,Africa,Both,80 to 84,Bipolar disorder,Percent,1991,0.003828284512704103,0.005200112408946834,0.0026791566828384627
Prevalence,Africa,Both,85 to 89,Bipolar disorder,Percent,1991,0.003033158968364959,0.004241092027055529,0.0021033388007083323
Prevalence,Africa,Both,90 to 94,Bipolar disorder,Percent,1991,0.0025100466131987966,0.003532861235398776,0.0017193909367567949
Prevalence,Africa,Both,95 plus,Bipolar disorder,Percent,1991,0.0021625154930681816,0.003113418038831384,0.0014114139271745748
Prevalence,Africa,Both,15 to 19,Anxiety disorders,Percent,1991,0.047956382164376664,0.06428215350098898,0.03443921693759872
Prevalence,Africa,Both,20 to 24,Anxiety disorders,Percent,1991,0.05028634897033224,0.07045630469351051,0.03462516631636139
Prevalence,Africa,Both,25 to 29,Anxiety disorders,Percent,1991,0.050028530229025356,0.07174436276750425,0.034070698778542095
Prevalence,Africa,Both,30 to 34,Anxiety disorders,Percent,1991,0.04890420808992431,0.06736835178819374,0.03533563652234532
Prevalence,Africa,Both,35 to 39,Anxiety disorders,Percent,1991,0.047627112855767983,0.062277619487326685,0.034960559968550686
Prevalence,Africa,Both,40 to 44,Anxiety disorders,Percent,1991,0.046161119486106586,0.06350561944086063,0.03190616687210066
Prevalence,Africa,Both,45 to 49,Anxiety disorders,Percent,1991,0.04463548907280669,0.06155077621683134,0.03084131238246196
Prevalence,Africa,Both,50 to 54,Anxiety disorders,Percent,1991,0.04302802198015216,0.057334273763621886,0.03157322701237609
Prevalence,Africa,Both,55 to 59,Anxiety disorders,Percent,1991,0.04134105460735432,0.05427240672294021,0.03146878383362206
Prevalence,Africa,Both,60 to 64,Anxiety disorders,Percent,1991,0.039620770236590615,0.05417058735016331,0.029066263212206487
Prevalence,Africa,Both,65 to 69,Anxiety disorders,Percent,1991,0.03813085416250798,0.054241969026281533,0.027301427557293725
Prevalence,Africa,Both,70 to 74,Anxiety disorders,Percent,1991,0.03652335422305804,0.051502447136928815,0.02680956757090166
Prevalence,Africa,Both,75 to 79,Anxiety disorders,Percent,1991,0.03485733774745833,0.047316132057899744,0.02638642947306901
Prevalence,Africa,Both,80 to 84,Anxiety disorders,Percent,1991,0.03318513049011068,0.04456708583878789,0.0245607428745598
Prevalence,Africa,Both,85 to 89,Anxiety disorders,Percent,1991,0.03081537172343158,0.0411605381543464,0.0222991509905497
Prevalence,Africa,Both,90 to 94,Anxiety disorders,Percent,1991,0.02752993546633178,0.0369325540893733,0.019310683515179953
Prevalence,Africa,Both,95 plus,Anxiety disorders,Percent,1991,0.02388206558296513,0.033530349442315664,0.015849935120631552
Prevalence,Oceania,Both,15 to 19,Major depressive disorder,Percent,1991,0.020607749585210427,0.02912927064624808,0.014373668915917666
Prevalence,Oceania,Both,20 to 24,Major depressive disorder,Percent,1991,0.032390457354539985,0.04463280924738427,0.021291612508590633
Prevalence,Oceania,Both,25 to 29,Major depressive disorder,Percent,1991,0.02848589801806253,0.039387456446398884,0.02030720650883515
Prevalence,Oceania,Both,30 to 34,Major depressive disorder,Percent,1991,0.02480922541196142,0.03649198699453661,0.01617915764857401
Prevalence,Oceania,Both,35 to 39,Major depressive disorder,Percent,1991,0.022604392108508675,0.02955387370727908,0.016426127959349206
Prevalence,Oceania,Both,40 to 44,Major depressive disorder,Percent,1991,0.02140877261012278,0.02946827513639748,0.01464362010849664
Prevalence,Oceania,Both,45 to 49,Major depressive disorder,Percent,1991,0.021825143230171137,0.028384174642878145,0.016198733286292847
Prevalence,Oceania,Both,50 to 54,Major depressive disorder,Percent,1991,0.02221224457426495,0.02800336531278498,0.016758579633552994
Prevalence,Oceania,Both,55 to 59,Major depressive disorder,Percent,1991,0.02269687324271919,0.02974908898636485,0.016612844259769447
Prevalence,Oceania,Both,60 to 64,Major depressive disorder,Percent,1991,0.022916106218824367,0.03050472070607356,0.016184352467267082
Prevalence,Oceania,Both,65 to 69,Major depressive disorder,Percent,1991,0.022566252501369146,0.028170208118465562,0.017610709974902595
Prevalence,Oceania,Both,70 to 74,Major depressive disorder,Percent,1991,0.02225940432698949,0.028257317821425983,0.017270265859117246
Prevalence,Oceania,Both,75 to 79,Major depressive disorder,Percent,1991,0.021966741984370305,0.030287169494005124,0.015391578304265149
Prevalence,Oceania,Both,80 to 84,Major depressive disorder,Percent,1991,0.02239210395742296,0.030918341539920905,0.014954341089453479
Prevalence,Oceania,Both,85 to 89,Major depressive disorder,Percent,1991,0.02377923463168572,0.03129472729615026,0.017374545210133697
Prevalence,Oceania,Both,90 to 94,Major depressive disorder,Percent,1991,0.02537800659593254,0.03609454184617759,0.017564632738490016
Prevalence,Oceania,Both,95 plus,Major depressive disorder,Percent,1991,0.02714165839982259,0.04318854825419606,0.015697963945974027
Prevalence,Oceania,Both,15 to 19,Major depressive disorder,Percent,1992,0.02059321596690925,0.029167645813727574,0.014448271193757287
Prevalence,Oceania,Both,20 to 24,Major depressive disorder,Percent,1992,0.03243816613920918,0.04510460019394159,0.02145393918173843
Prevalence,Oceania,Both,25 to 29,Major depressive disorder,Percent,1992,0.028500226828073228,0.03929081903270177,0.02038220266337196
